PARID,Tax Year,Case Number,Reason,Application Date,RESDATE,RESACT,Value in Dispute,VALCASE,Case Status,PROPERTY TYPE,CLASS,REGION,CITYNAME,District,Township,School District,NBHD,Hearing Type,TAXYR (NUMBER),Noticval,Txpyval,Note
413105C294.,2020,2020-528,Increased Vacancy,3/30/21,6/10/21,No Change in Value,1169227,,,RP,C,41,,UNION TWP / WEST CLERMONT LSD,UNION TWP , WEST CLERMONT LSD,C1658000,Board of Revision,2020,5579700,4410473,THE SUBJECT IS A 122 ROOM HOTEL; THE 2020 INCOME IS SUBSTANTIALLY LESS THAN THE PRIOR YEAR DUE TO HIGHER VACANCY BECAUSE OF COVID 19.
414220.021A,2020,2020-529,Value in dispute,3/25/21,8/20/21,Decrease Value,33700,,,RP,R,41,,UNION TWP / WEST CLERMONT LSD,UNION TWP , WEST CLERMONT LSD,01614R41,Board of Revision,2020,144900,111200,SEE PHOTOS. OLD ROOF AND REPAIRS NEEDED TO FOUNDATION ISSUES
413112B231.,2020,2020-530,Value in dispute,3/25/21,7/12/21,Decrease Value,30000,,,RP,R,41,AMELIA,UNION TWP / WEST CLERMONT LSD,UNION TWP , WEST CLERMONT LSD,01626R41,Board of Revision,2020,172500,142500,PLEASE SEE ATTACHED
323015B033.,2020,2020-531,Recent Sale,3/30/21,8/3/21,No Change in Value,900,,,RP,A,32,,TATE TWP / BETHEL LSD,TATE TWP , BETHEL LSD,03014A32,Board of Revision,2020,7700,6800,"THE BANK BARELY COVERED THE LOAN AND THE INSURANCE COMPANY SAID THE HOUSES WERE ONLY WORTH $ 50,000."
323015B034.,2020,2020-531,Value in dispute,3/30/21,8/3/21,No Change in Value,200,,,RP,A,32,,TATE TWP / BETHEL LSD,TATE TWP , BETHEL LSD,03014A32,Board of Revision,2020,1500,1300,"THE BANK BARELY COVERED THE LOAN AND THE INSURANCE COMPANY SAID THE HOUSES WERE ONLY WORTH $ 50,000."
323015B035.,2020,2020-531,Value in dispute,3/30/21,8/3/21,No Change in Value,900,,,RP,A,32,,TATE TWP / BETHEL LSD,TATE TWP , BETHEL LSD,03014A32,Board of Revision,2020,7700,6800,"THE BANK BARELY COVERED THE LOAN AND THE INSURANCE COMPANY SAID THE HOUSES WERE ONLY WORTH $ 50,000."
323015B036.,2020,2020-531,Value in dispute,3/30/21,8/3/21,No Change in Value,200,,,RP,A,32,,TATE TWP / BETHEL LSD,TATE TWP , BETHEL LSD,03014A32,Board of Revision,2020,1500,1300,"THE BANK BARELY COVERED THE LOAN AND THE INSURANCE COMPANY SAID THE HOUSES WERE ONLY WORTH $ 50,000."
323015B037.,2020,2020-531,Value in dispute,3/30/21,6/15/21,No Change in Value,800,,,RP,A,32,,TATE TWP / BETHEL LSD,TATE TWP , BETHEL LSD,03014A32,Board of Revision,2020,6400,5600,"THE BANK BARELY COVERED THE LOAN AND THE INSURANCE COMPANY SAID THE HOUSES WERE ONLY WORTH $ 50,000."
323015B038.,2020,2020-531,Value in dispute,3/30/21,8/3/21,No Change in Value,800,,,RP,A,32,,TATE TWP / BETHEL LSD,TATE TWP , BETHEL LSD,03014A32,Board of Revision,2020,6400,5600,"THE BANK BARELY COVERED THE LOAN AND THE INSURANCE COMPANY SAID THE HOUSES WERE ONLY WORTH $ 50,000."
323015B039.,2020,2020-531,Value in dispute,3/30/21,8/3/21,No Change in Value,900,,,RP,A,32,,TATE TWP / BETHEL LSD,TATE TWP , BETHEL LSD,03014A32,Board of Revision,2020,7700,6800,"THE BANK BARELY COVERED THE LOAN AND THE INSURANCE COMPANY SAID THE HOUSES WERE ONLY WORTH $ 50,000."
323015B040.,2020,2020-531,Value in dispute,3/30/21,8/3/21,No Change in Value,800,,,RP,A,32,,TATE TWP / BETHEL LSD,TATE TWP , BETHEL LSD,03014A32,Board of Revision,2020,6400,5600,"THE BANK BARELY COVERED THE LOAN AND THE INSURANCE COMPANY SAID THE HOUSES WERE ONLY WORTH $ 50,000."
323015B040P,2020,2020-531,Value in dispute,3/30/21,8/3/21,Decrease Value,9000,,,RP,R,32,,TATE TWP / BETHEL LSD,TATE TWP , BETHEL LSD,03204R32,Board of Revision,2020,74200,65200,"THE BANK BARELY COVERED THE LOAN AND THE INSURANCE COMPANY SAID THE HOUSES WERE ONLY WORTH $ 50,000."
323015B042A,2020,2020-531,Value in dispute,3/30/21,8/3/21,No Change in Value,800,,,RP,A,32,,TATE TWP / BETHEL LSD,TATE TWP , BETHEL LSD,03014A32,Board of Revision,2020,6400,5600,"THE BANK BARELY COVERED THE LOAN AND THE INSURANCE COMPANY SAID THE HOUSES WERE ONLY WORTH $ 50,000."
323015B106P,2020,2020-531,Value in dispute,3/30/21,8/3/21,Decrease Value,19200,,,RP,A,32,BETHEL,TATE TWP / BETHEL LSD,TATE TWP , BETHEL LSD,03014A32,Board of Revision,2020,158500,139300,"THE BANK BARELY COVERED THE LOAN AND THE INSURANCE COMPANY SAID THE HOUSES WERE ONLY WORTH $ 50,000."
360303.012P,2020,2020-531,Value in dispute,3/30/21,8/3/21,No Change in Value,,,,RP,R,36,,TATE TWP/ BETHEL VILL/ BETHEL LSD, BETHEL VILL, BETHEL LSD,03205R36,Board of Revision,2020,0,0,"THE BANK BARELY COVERED THE LOAN AND THE INSURANCE COMPANY SAID THE HOUSES WERE ONLY WORTH $ 50,000."
323015B034.,2020,2020-532,CAUV Status in Dispute,3/30/21,5/27/21,Reinstate CAUV,1500,,,RP,A,32,,TATE TWP / BETHEL LSD,TATE TWP , BETHEL LSD,03014A32,Board of Revision,2020,1500,,THOUGHT THERE WAS NOTHING TO DO FOR THE AGRICULTURAL USE SINCE I NEVER RECIEVED PAPER WORK ASSUMED THAT THE BANK TRANSFERED IT.
323015B036.,2020,2020-532,CAUV Status in Dispute,3/30/21,5/27/21,Reinstate CAUV,1500,,,RP,A,32,,TATE TWP / BETHEL LSD,TATE TWP , BETHEL LSD,03014A32,Board of Revision,2020,1500,,THOUGHT THERE WAS NOTHING TO DO FOR THE AGRICULTURAL USE SINCE I NEVER RECIEVED PAPER WORK ASSUMED THAT THE BANK TRANSFERED IT.
323015B106P,2020,2020-532,CAUV Status in Dispute,3/30/21,5/27/21,Reinstate CAUV,158500,,,RP,A,32,BETHEL,TATE TWP / BETHEL LSD,TATE TWP , BETHEL LSD,03014A32,Board of Revision,2020,158500,,THOUGHT THERE WAS NOTHING TO DO FOR THE AGRICULTURAL USE SINCE I NEVER RECIEVED PAPER WORK ASSUMED THAT THE BANK TRANSFERED IT.
282807A018.,2020,2020-533,Value in dispute,3/23/21,8/20/21,Decrease Value,22000,,,RP,C,28,,PIERCE TWP / WEST CLERMONT LSD,PIERCE TWP , WEST CLERMONT LSD,C1828000,Board of Revision,2020,132000,110000,
523506K044.,2020,2020-534,Value in dispute,3/26/21,6/24/21,Decrease Value,104700,,,RP,R,52,WILLIAMSBURG,WILLIAMSBURG TWP / WILLIAMSBURG LSD,WILLIAMSBURG TWP , WILLIAMSBURG LSD,03407R52,Board of Revision,2020,353300,248600,SEE ATTACHED
184631A060.,2020,2020-535,Value in dispute,3/23/21,7/20/21,Decrease Value,3800,,,RP,R,18,,MIAMI TWP / MILFORD EVSD,MIAMI TWP , MILFORD EVSD,00109R18,Board of Revision,2020,123800,120000,MY INCOME IS SS & PENSION - I AM ON A BUDGET. I WOULD APPRECIATE A LOWER TAX AMOUNT
413102B264.,2020,2020-536,Basement/Crawl,3/30/21,7/12/21,No Change in Value,2700,,,RP,R,41,CINCINNATI,UNION TWP / WEST CLERMONT LSD,UNION TWP , WEST CLERMONT LSD,01690R41,Board of Revision,2020,2700,0,"MARKETABLE HOMES IN OUR NEIGHBORHOOD ARE RANCH HOMES OR HOMES WITH BASEMENTS.  OUR HOME IS A 2 STORY WITHOUT A BASEMENT (ON A SLAB), NEITHER OF THESE.  IT ALSO IS ON THE MAIN STREET, HAS POWERLINES BEHIND HOUSE.  940 ELLSON RD IS EXACT HOUSE WITH FULL BASEMENT AND VALUED AT $208,400, 1 BLOCK AWAY."
413102B264T,2020,2020-536,Basement/Crawl,3/30/21,7/12/21,Decrease Value,10500,,,RP,E,41,CINCINNATI,UNION TWP / WEST CLERMONT LSD,UNION TWP , WEST CLERMONT LSD,01690R41,Board of Revision,2020,200500,190000,"MARKETABLE HOMES IN OUR NEIGHBORHOOD ARE RANCH HOMES OR HOMES WITH BASEMENTS.  OUR HOME IS A 2 STORY WITHOUT A BASEMENT (ON A SLAB), NEITHER OF THESE.  IT ALSO IS ON THE MAIN STREET, HAS POWERLINES BEHIND HOUSE.  940 ELLSON RD IS EXACT HOUSE WITH FULL BASEMENT AND VALUED AT $208,400, 1 BLOCK AWAY."
182518G218.,2020,2020-537,Value in dispute,3/30/21,6/16/21,Decrease Value,71600,,,RP,R,18,,MIAMI TWP / MILFORD EVSD,MIAMI TWP , MILFORD EVSD,00310R18,Board of Revision,2020,272300,200700,THE CONSTANT NOISE (12-14 HOUR DAYS) FROM IRVINE WOOD RECOVERY AND ARC AMERICAN BUSINESSES OPERATING HEAVY EQUIPMENT HUNDREDS OF YARDS FROM OUR BACKYARD HAS CAUSED A NEGATIVE PROPERTY VALUE FOR US AND OUR NEIGHBORS.
413111A127.,2020,2020-538,Value in dispute,3/31/21,6/30/21,Decrease Value,13000,,,RP,R,41,CINCINNATI,UNION TWP / WEST CLERMONT LSD,UNION TWP , WEST CLERMONT LSD,01336R41,Board of Revision,2020,271700,258700,PLEASE SEE ATTACHMENTS AND JUSTIFICATION. THANK YOU. DALE & JEAN WIRTHLIN
414816.013.,2020,2020-539,Incorrect Listing,3/31/21,8/31/21,Decrease Value,77000,,,RP,R,41,,UNION TWP / WEST CLERMONT LSD,UNION TWP , WEST CLERMONT LSD,01620R41,Board of Revision,2020,176000,99000,"PRIMARY RESIDENCE 8/2001 TO 5/2016.  STARTED A REHAB PROJECT PRIOR TO OUR MOVING, SINCE MOVING, THE PROJECT SPIRALED OUT OF CONTROL (WILL UPLOAD PICS TO BOR)   A LARGE PORTION OF THE HOUSE HAS BEEN GUTTED DOWN TO STUDS; NO KITCHEN OR BATH PRESENT. TOP PRICE TO DATE OFFERED BY INVESTOR WAS $80,000."
192407D033.,2020,2020-540,Value in dispute,3/31/21,7/20/21,Decrease Value,25900,,,RP,R,19,,MIAMI TWP / CLERMONT NE LSD,MIAMI TWP , CLERMONT NE LSD,00126R19,Board of Revision,2020,140900,115000,APPRAISED VALUE OF LOT IS EXCESSIVE AS ACREAGE IN UNUSABLE AS A RESULT OF THE TOPOGRAPHY.  PLEASE VIEW TOPOGRPHICAL MAP.
142302H080.,2020,2020-541,Value in dispute,3/23/21,6/24/21,Decrease Value,78900,,,RP,R,14,BLANCHESTER,JACKSON TWP / CLERMONT NE LSD,JACKSON TWP , CLERMONT NE LSD,03807R14,Board of Revision,2020,178900,100000,OLDER HOUSE NEED DEFERRED MAINTENANCE SEE ATTACHED COPY
413102B188.,2020,2020-542,Recent Appraisal,3/31/21,7/12/21,No Change in Value,0,,,RP,R,41,CINCINNATI,UNION TWP / WEST CLERMONT LSD,UNION TWP , WEST CLERMONT LSD,01685R41,Board of Revision,2020,2400,2400,"THE PROPERTY WAS APPRAISED IN MARCH 2020 FOR THE PURPOSE OF REFINANCING THE EXISTING MORTGAGE.   AFTER PURCHASING THE PROPERTY IN 2015, THERE HAVE BEEN NO IMPROVEMENTS MADE TO THE PROPERTY."
413102B188T,2020,2020-542,Recent Appraisal,3/31/21,7/12/21,Decrease Value,26100,,,RP,E,41,CINCINNATI,UNION TWP / WEST CLERMONT LSD,UNION TWP , WEST CLERMONT LSD,01685R41,Board of Revision,2020,333700,307600,"THE PROPERTY WAS APPRAISED IN MARCH 2020 FOR THE PURPOSE OF REFINANCING THE EXISTING MORTGAGE.   AFTER PURCHASING THE PROPERTY IN 2015, THERE HAVE BEEN NO IMPROVEMENTS MADE TO THE PROPERTY."
282808C248.,2020,2020-543,Value in dispute,3/31/21,6/10/21,Decrease Value,59200,,,RP,R,28,,PIERCE TWP / WEST CLERMONT LSD,PIERCE TWP , WEST CLERMONT LSD,01811R28,Board of Revision,2020,309200,250000,"OUR HOUSE IS OLDER AND IS BUILT WITH A LOT OF 'WALLS'. THIS IS NOT SOMETHING THAT BUYERS ARE INTERESTED IN FOR THIS AMOUNT OF MONEY. IT IS A 3 BEDROOM HOUSE AS WELL. WE PAID $209,000 FOR THE HOUSE 6 1/2 YEARS AGO. EVEN WITH A POOL ADDED NO OTHER IMPROVEMENTS HAVE BEEN MADE TO THE INSIDE OF THE HOUSE"
531309.304P,2020,2020-544,Board of Revision,3/31/21,8/20/21,Decrease Value,49400,,,RP,R,53,WILLIAMSBURG,WMSBURG TWP/WMSBURG VILL/WMSBURG LSD,WMSBURG VILL,WMSBURG LSD,03605R53,Board of Revision,2020,79400,30000,THE PROPERTY IS NOT IN LIVABLE CONDITION. THE BATHROOMS HAVE BEEN GUTTED AND ARE UNUSEABLE.  THERE IS NO HEATING OR COOLING SYSTEM.   DUKE ENERGY CAME AND REMOVED THE GAS SERVICE DUE TO INACTIVITY.
295702.091.,2020,2020-545,Board of Revision,3/31/21,7/20/21,Decrease Value,32300,,,RP,R,29,,PIERCE TWP/FORM AMEL VIL/W CLER LSD,FORM AMEL VIL,W CLER LSD,02103R29,Board of Revision,2020,152300,120000,"OF THE 19 PROPERTIES ON THE STREET, 7 PROPERTY VALUES DECREASED. 6 PROPERTY VALUES INCREASED LESS THAN 10%. OF THE REMAINING 6 PROPERTIES MY PROPERTY VALUE WENT UP 40.36%. THE NEXT NEAREST INCREASE OF ANYONE ON THE STREET WAS 21.56%. THE REMAINING INCREASES WERE AROUND 12%."
192407E008.,2020,2020-546,Condition of Property,3/31/21,7/20/21,Decrease Value,39500,,,RP,A,19,,MIAMI TWP / CLERMONT NE LSD,MIAMI TWP , CLERMONT NE LSD,00137A19,Board of Revision,2020,489500,450000,HOME IS IN NEED OF DEMOLITION AND REPRESENTS NEGATIVE VALUE.  FOR SOME REASON THE VALUE OF THE STRUCTURE WAS INCREASED FROM $1600 TO $40500 ON THE LAST TAX BILL.
272814A110.,2020,2020-547,Value in dispute,3/31/21,8/24/21,Decrease Value,120200,,,RP,R,27,,PIERCE TWP / NEW RICHMOND EVSD,PIERCE TWP , NEW RICHMOND EVSD,01823R27,Board of Revision,2020,506200,386000,"WE HAVE 3500-3600 SQFT / UNFINISHED BASEMENT 400+SQFT WAS INCORRECTLY ADDED TO GREAT ROOM  HOUSE IS FRAMED NOT FULL BRICK     MINE VALUED 506,200 TOO HIGH 2619 W LEGENDARY RN VAL=409K 2613 W LEGENDARY RN VAL=387K 2636 W LEGENDARY RN VAL=396K        COMP HOUSES ARE 3800SQFT+,BIGGER LOTS,MORE BATHROOM"
413214A329.,2020,2020-548,Value in dispute,3/31/21,7/27/21,No Change in Value,10282,,,RP,R,41,,UNION TWP / WEST CLERMONT LSD,UNION TWP , WEST CLERMONT LSD,01518R41,Board of Revision,2020,267500,257218,SEE ATTACHED ANALYSIS.
523508E096.,2020,2020-549,Value in dispute,3/31/21,6/23/21,No Change in Value,-1175100,,,RP,I,52,,WILLIAMSBURG TWP / WILLIAMSBURG LSD,WILLIAMSBURG TWP , WILLIAMSBURG LSD,C3414000,Board of Revision,2020,228900,1404000,SEE ATTACHED ANALYSIS.  THIS COMPLAINT RELATES TO PARCEL 523508E096 (BUT THAT PARCEL INTERCONNECTS TO PARCEL 523508E096T).
523508E096T,2020,2020-549,Value in dispute,3/31/21,6/23/21,No Change in Value,0,,,RP,E,52,,WILLIAMSBURG TWP / WILLIAMSBURG LSD,WILLIAMSBURG TWP , WILLIAMSBURG LSD,C3414000,Board of Revision,2020,16962000,16962000,SEE ATTACHED ANALYSIS.  THIS COMPLAINT RELATES TO PARCEL 523508E096 (BUT THAT PARCEL INTERCONNECTS TO PARCEL 523508E096T).
032023A144.,2020,2020-550,Value in dispute,3/31/21,8/31/21,Decrease Value,30100,,,RP,R,3,,BATAVIA TWP / WEST CLERMONT LSD,BATAVIA TWP , WEST CLERMONT LSD,04412R03,Board of Revision,2020,230100,200000,"THIS PROPERTY HAD AN APPRAISED VALUE OF $158,000 IN 2016 WHEN WE PURCHASED IT. IT WENT TO $185,000 THEN $230,000 IN 2021. THAT'S A 45% INCREASE IN 5 YEARS. PRPOERTY SALES IN THE AREA, OF THE SAME VINTAGE HOMES HAVE BEEN WELL UNDER $200,000."
413112B079.,2020,2020-551,Value in dispute,3/31/21,8/31/21,Decrease Value,48900,,,RP,R,41,AMELIA,UNION TWP / WEST CLERMONT LSD,UNION TWP , WEST CLERMONT LSD,01665R41,Board of Revision,2020,263900,215000,SEE ATTACHED
413214A316.,2020,2020-552,Value in dispute,3/31/21,7/27/21,No Change in Value,14684,,,RP,R,41,CINCINNATI,UNION TWP / WEST CLERMONT LSD,UNION TWP , WEST CLERMONT LSD,01518R41,Board of Revision,2020,246500,231816,SEE ATTACHED ANALYSIS.
414231F058.,2020,2020-553,Value in dispute,3/31/21,8/20/21,Decrease Value,40600,,,RP,R,41,CINCINNATI,UNION TWP / WEST CLERMONT LSD,UNION TWP , WEST CLERMONT LSD,01316R41,Board of Revision,2020,115600,75000,YOU HAVE INCREASED MY VALUE ALMOST 100% OVER THE LAST VALUATION.
260923.179.,2020,2020-554,Value in dispute,3/31/21,8/20/21,Decrease Value,19100,,,RP,R,26,,OHIO TWP/ NEW RICH VILL/ NEW RICH EVSD, NEW RICH VILL, NEW RICH EVSD,02312R26,Board of Revision,2020,197100,178000,WE ARE ONLY ABLE TO USE A THIRD OF OUR LAND. THE LAND IS ON A SHARP HILL AND COVERED WITH WOODS.
393110E053.,2020,2020-555,Square Footage,3/31/21,8/31/21,Decrease Value,74323,,,RP,R,39,CINCINNATI,UNION TWP / MILFORD EVSD,UNION TWP , MILFORD EVSD,01309R39,Board of Revision,2020,376500,302177,"CURRENTLY IT SHOWS MY HOME’S SQUARE FOOTAGE AS 3,237, WHICH IS INCORRECT. IT SHOULD BE 2,598. I HAVE ATTACHED A SUPPORTING DOCUMENT. THE REQUESTED CHANGE IN VALUE IS BASED ON THE CORRECTED SQUARE FOOTAGE. THANK YOU."
415311E051.,2020,2020-556,Value in dispute,3/30/21,6/30/21,Decrease Value,25300,,,RP,R,41,CINCINNATI,UNION TWP / WEST CLERMONT LSD,UNION TWP , WEST CLERMONT LSD,01620R41,Board of Revision,2020,176800,151500,"MY SOURCE OF INCOME IS SS DI (DISABLEE IN 2015). BEEN PAYING DELINQUENT TAXES SINCE 2018. FACED FORECLOSURE TWICE. DUE TO MANY REPAIRS NEEDED, HOUSE VALUE IS LESS THAN NEIGHBORS."
184033.007.,2020,2020-557,Value in dispute,3/31/21,7/12/21,Decrease Value,29200,,,RP,R,18,,MIAMI TWP / MILFORD EVSD,MIAMI TWP , MILFORD EVSD,00106R18,Board of Revision,2020,159200,130000,"40,000 INCREASE IN VALUATION IS TOO MUCH! $800 MORE IN TAX IS TOO MUCH!"
414231F087.,2020,2020-558,Value in dispute,3/31/21,6/23/21,Decrease Value,29100,,,RP,R,41,CINCINNATI,UNION TWP / WEST CLERMONT LSD,UNION TWP , WEST CLERMONT LSD,01316R41,Board of Revision,2020,134100,105000,SEE ATTACHED
302902A017.,2020,2020-559,Value in dispute,3/23/21,6/10/21,Decrease Value,64400,,,RP,A,30,,STONELICK TWP / CLERMONT NE LSD,STONELICK TWP , CLERMONT NE LSD,04235A30,Board of Revision,2020,122300,57900,THIS HOME HAS BEEN UNOCCUPIED FOR 20 YEARS. THERE HAS BEEN NO WATER OR ELECTRIC SERVICE TO THE HOME FOR THE SAME PERIOD. THE HOME HAS NOT BEEN HEATED FOR 20 YEARS. SEE PICTURES SHOWING DETERIORATION OF THE INSIDE.
060213.009.,2020,2020-560,Condition of Property,3/23/21,6/10/21,Decrease Value,34300,,,RP,R,6,,BATAVIA TWP/ BATAVIA VILL/ BATAVIA LSD, BATAVIA VILL, BATAVIA LSD,04512R06,Board of Revision,2020,71300,37000,"THE POWERS THAT BE HAVE OVER VALUED THESE TROUBLED PROPERTIES. YOU MUST PHYSICALLY DRIVE BY PROPERTIES, YOU CANNOT"
531309.315P,2020,2020-561,Condition of Property,3/23/21,6/10/21,Decrease Value,32400,,,RP,R,53,WILLIAMSBURG,WMSBURG TWP/WMSBURG VILL/WMSBURG LSD,WMSBURG VILL,WMSBURG LSD,03605R53,Board of Revision,2020,70400,38000,"THIS PROPERTY HAS NOT DOUBLED IN VALUE. IT WAS BOUGHT FOR $ 8,000 AND NO MAJOR UPGRADES HAVE BEEN DONE. PLEASE DRIVE BY THE PROPERTY. THANKS"
282813B205.,2020,2020-562,Value in dispute,3/23/21,6/10/21,Decrease Value,65200,,,RP,R,28,CINCINNATI,PIERCE TWP / WEST CLERMONT LSD,PIERCE TWP , WEST CLERMONT LSD,01823R28,Board of Revision,2020,411300,346100,PLEASE SEE THE ATTACHED SHEET DETAILING OUR TY19 & TY20 ASSESSMENTS VERSUS THOSE OF THE NEIGHBORS IN OUR SUBDIVISION. THERE HAS BEEN NO IMPROVEMENTS TO OUR PROPERTY TO WARRANT THIS LARGE INCREASE IN ASSESSED VALUE.
222612I017.,2020,2020-563,Value in dispute,3/17/21,6/23/21,Decrease Value,36100,,,RP,R,22,,MONROE TWP / NEW RICHMOND EVSD,MONROE TWP , NEW RICHMOND EVSD,02515R22,Board of Revision,2020,123000,86900,"THIS HOUSE HAS BEEN EMPTY FOR OVER 10 YEARS. I BOUGHT THIS HOUSE FROM A SHERIFF'S AUCTION. NO POWER, NO WATER AND NEEDS TOTAL REHAB."
272814F111.,2020,2020-564,Value in dispute,3/23/21,9/8/21,Decrease Value,142403,,,RP,R,27,,PIERCE TWP / NEW RICHMOND EVSD,PIERCE TWP , NEW RICHMOND EVSD,01910R27,Board of Revision,2020,584000,441597,"AVERAGE INCREASE FOR ALL 10 RESIDENCES SOLD IN OUR 49-RESIDENCES COMMUNITY FOR THE LAST 3 YEARS IS 3.45%. AT RANDOMLY PICKED 15 RESIDENCES NOT SOLD IS .16%. THE AVERAGE OF COMBINED 25 RESIDENCES IS 1.47%. NAKAO'S INCREASE IS 34.19% (23 TIMES). REQUEST $441,597 ($435,200 (2019) X 1.0147) SEE ATTACHED."
112203E014.,2020,2020-565,Value in dispute,3/17/21,8/31/21,Decrease Value,45200,,,RP,R,11,,GOSHEN TWP / GOSHEN LSD,GOSHEN TWP , GOSHEN LSD,04110R11,Board of Revision,2020,104200,59000,"IMPROVEMENT WENT FROM 27,500 TO 72,800."
290114.341.,2020,2020-566,Value in dispute,3/23/21,6/30/21,Decrease Value,33100,,,RP,R,29,,PIERCE TWP/FORM AMEL VIL/W CLER LSD,FORM AMEL VIL,W CLER LSD,02003R29,Board of Revision,2020,198100,165000,OLD SUBDIVISION. HOUSES IN THIS AREA ARE A LOT SMALLER THAN THE NEWER SUBS. DON'T HAVE A HOA SO NOT DESIRABLE TO THOSE TO UPKEEP THEIR PROPERTY OR HAVE RESTRICTIONS. HOMES AROUND ME ARE NOT APPRAISED THIS HIGH.  A LOT OF HOMES IN THIS SUB WERE FORECLOSED ON. A LOT OF HOUSES ARE RENTED.
282813B173.,2020,2020-567,Value in dispute,3/23/21,8/9/21,Decrease Value,81400,,,RP,R,28,,PIERCE TWP / WEST CLERMONT LSD,PIERCE TWP , WEST CLERMONT LSD,01823R28,Board of Revision,2020,392900,311500,
222603C067.,2020,2020-568,Value in dispute,3/23/21,8/4/21,Decrease Value,38700,,,RP,R,22,,MONROE TWP / NEW RICHMOND EVSD,MONROE TWP , NEW RICHMOND EVSD,02515R22,Board of Revision,2020,201000,162300,"MY OPINION (A) IS MORE IN LINE WITH THE MEDIAN SALE PRICE IN 2020 OF RANCH HOMES ON 5 +/- ACRES IN MONROE TWP, NEW RICHMOND SCHOOL DISTRICT. THE MARKET VALUE OF (B) OF OUR HOME AND LAND INCREASE OF $53,400 IS NOT ACCEPTABLE AND NEEDS EXPLAININ. ATTACHED IS A COMPETIVE MARKET ANAYLISIS."
182513A165.,2020,2020-569,Value in dispute,3/23/21,7/12/21,Decrease Value,46400,,,RP,R,18,,MIAMI TWP / MILFORD EVSD,MIAMI TWP , MILFORD EVSD,00207R18,Board of Revision,2020,251400,205000,"OUR PROPERTY WAS VALUED AT $ 196,500 IN 2019. IN 2020, YOUR OFFICE SET OUR PROPERTY VALUE AT $251,400 - AN INCREASE OF $54,900. A PROPERTY VALUE INCREASE OF 28% IN ONE YEAR'S TIME IS OUTRAGEOUS. WE HAVE NOT MADE ANY PROPERTY IMPROVEMENTS TO JUSTIFY THIS HIKE. 4.5-5% IS REALISTIC AND APPROPRIATE."
282808D156.,2020,2020-570,Value in dispute,3/23/21,7/12/21,Decrease Value,43500,,,RP,R,28,,PIERCE TWP / WEST CLERMONT LSD,PIERCE TWP , WEST CLERMONT LSD,01811R28,Board of Revision,2020,293500,250000,
415313A001.,2020,2020-571,Value in dispute,3/23/21,7/12/21,Decrease Value,23900,,,RP,C,41,,UNION TWP / WEST CLERMONT LSD,UNION TWP , WEST CLERMONT LSD,C1516000,Board of Revision,2020,235000,211100,PARCELS ARE COMMERCIAL REAL ESTATE THAT ARE SUFFERING FROM REDUCED INCOME & INCREASED EXPENSES. REDUCED INCOME: 1) UNITS THAT ARE DOWN & NON-INCOME PRODUCING. 2) COLLECTIONS HAVE BEEN UNSUCCESSFUL & ARE OUTSTANDING. INCREASED EXPENSES: MAJOR DEFERRED MAINTENANCE PROJECTS REQUIRED.
415313A012.,2020,2020-571,Value in dispute,3/23/21,7/12/21,Decrease Value,23900,,,RP,C,41,,UNION TWP / WEST CLERMONT LSD,UNION TWP , WEST CLERMONT LSD,C1516000,Board of Revision,2020,235000,211100,PARCELS ARE COMMERCIAL REAL ESTATE THAT ARE SUFFERING FROM REDUCED INCOME & INCREASED EXPENSES. REDUCED INCOME: 1) UNITS THAT ARE DOWN & NON-INCOME PRODUCING. 2) COLLECTIONS HAVE BEEN UNSUCCESSFUL & ARE OUTSTANDING. INCREASED EXPENSES: MAJOR DEFERRED MAINTENANCE PROJECTS REQUIRED.
415313E027.,2020,2020-571,Value in dispute,3/23/21,7/12/21,Decrease Value,23900,,,RP,C,41,,UNION TWP / WEST CLERMONT LSD,UNION TWP , WEST CLERMONT LSD,C1516000,Board of Revision,2020,235000,211100,PARCELS ARE COMMERCIAL REAL ESTATE THAT ARE SUFFERING FROM REDUCED INCOME & INCREASED EXPENSES. REDUCED INCOME: 1) UNITS THAT ARE DOWN & NON-INCOME PRODUCING. 2) COLLECTIONS HAVE BEEN UNSUCCESSFUL & ARE OUTSTANDING. INCREASED EXPENSES: MAJOR DEFERRED MAINTENANCE PROJECTS REQUIRED.
415313A005.,2020,2020-572,Value in dispute,3/23/21,7/12/21,Decrease Value,23900,,,RP,C,41,,UNION TWP / WEST CLERMONT LSD,UNION TWP , WEST CLERMONT LSD,C1516000,Board of Revision,2020,235000,211100,PARCELS ARE COMMERCIAL REAL ESTATE THAT ARE SUFFERING FROM REDUCED INCOME & INCREASED EXPENSES. REDUCED INCOME: 1) UNITS THAT ARE DOWN & NON-INCOME PRODUCING. 2) COLLECTIONS HAVE BEEN UNSUCCESSFUL & ARE OUTSTANDING. INCREASED EXPENSES: MAJOR DEFERRED MAINTENANCE PROJECTS REQUIRED.
